name,gender,total_years,peak_year,peak_count,decade
Treba,F,1,1926,5,1920
Ulysess,M,1,1926,6,1920
Vanteen,F,1,1926,5,1920
Vidala,F,1,1926,5,1920
Vyolet,F,1,1926,5,1920
Vyonne,F,1,1926,6,1920
Willadene,F,1,1926,5,1920
Willavene,F,1,1926,5,1920
Wylodene,F,1,1926,5,1920
Zenorah,F,1,1926,5,1920
Aloysuis,M,1,1927,5,1920
Alvey,M,1,1927,5,1920
Apolinar,F,1,1927,5,1920
Arda,F,1,1927,5,1920
Ardene,F,1,1927,7,1920
Arend,M,1,1927,5,1920
Bernessia,F,1,1927,6,1920
Browder,M,1,1927,5,1920
Bunia,F,1,1927,5,1920
Burwell,M,1,1927,5,1920
Carvel,M,1,1927,5,1920
Clata,F,1,1927,6,1920
Corando,M,1,1927,5,1920
Dallis,M,1,1927,5,1920
Dorance,M,1,1927,6,1920
Eiji,M,1,1927,5,1920
Elton,F,1,1927,5,1920
Emilien,M,1,1927,5,1920
Eustolio,M,1,1927,6,1920
Gaudalupe,F,1,1927,5,1920
Glenville,M,1,1927,5,1920
Gwendola,F,1,1927,6,1920
Haskie,M,1,1927,5,1920
Hazeleen,F,1,1927,5,1920
Hiawatha,F,1,1927,5,1920
Homer,F,1,1927,5,1920
Jobita,F,1,1927,5,1920
Junior,F,1,1927,5,1920
Laurabelle,F,1,1927,5,1920
Laurien,M,1,1927,5,1920
Leonide,M,1,1927,5,1920
Lurlean,F,1,1927,5,1920
Luther,F,1,1927,5,1920
Mcneva,F,1,1927,5,1920
Milarain,F,1,1927,8,1920
Mutsuo,M,1,1927,7,1920
Narvis,F,1,1927,5,1920
Novice,F,1,1927,5,1920
Odies,M,1,1927,5,1920
Olena,F,1,1927,6,1920
Onzell,F,1,1927,7,1920
Patrocinio,M,1,1927,5,1920
Pearlee,F,1,1927,5,1920
Rannie,M,1,1927,5,1920
Roe,M,1,1927,5,1920
Rudell,M,1,1927,5,1920
Ruthey,F,1,1927,5,1920
Sarabelle,F,1,1927,5,1920
Silbestre,M,1,1927,5,1920
Sixta,F,1,1927,5,1920
Sunya,F,1,1927,5,1920
Theta,F,1,1927,5,1920
Tiodoro,M,1,1927,5,1920
Vonciel,F,1,1927,5,1920
Yasunobu,M,1,1927,5,1920
Amadita,F,1,1928,5,1920
Asberry,M,1,1928,6,1920
Balentin,M,1,1928,6,1920
Benancia,F,1,1928,5,1920
Bernece,F,1,1928,5,1920
Canio,M,1,1928,5,1920
Cayetana,F,1,1928,5,1920
Delcia,F,1,1928,5,1920
Dema,F,1,1928,5,1920
Edwena,F,1,1928,6,1920
Ethelyne,F,1,1928,6,1920
Eufracia,F,1,1928,6,1920
Fowler,M,1,1928,5,1920
Gaddis,M,1,1928,5,1920
Gerane,F,1,1928,5,1920
Glendal,M,1,1928,5,1920
Hoskie,M,1,1928,6,1920
Hozie,M,1,1928,5,1920
Lister,M,1,1928,7,1920
Lujean,F,1,1928,5,1920
Marcelene,F,1,1928,5,1920
Mather,M,1,1928,5,1920
Murdis,F,1,1928,5,1920
Okley,M,1,1928,6,1920
Osco,M,1,1928,5,1920
Pelham,M,1,1928,5,1920
Roald,M,1,1928,6,1920
Rodolphe,M,1,1928,6,1920
Saeko,F,1,1928,5,1920
Salvatore,F,1,1928,5,1920
Shirleymae,F,1,1928,5,1920
Shoso,M,1,1928,6,1920
Tamae,F,1,1928,5,1920
Valley,M,1,1928,7,1920
Vernease,F,1,1928,6,1920
Wenceslaus,M,1,1928,6,1920
Aspasia,F,1,1929,5,1920
Bessie,M,1,1929,5,1920
Brooxie,F,1,1929,5,1920
Cebert,M,1,1929,7,1920
Cleofas,F,1,1929,5,1920
Crisanta,F,1,1929,5,1920
Delphine,M,1,1929,5,1920
Dominick,F,1,1929,5,1920
Eduviges,F,1,1929,5,1920
Epitacio,M,1,1929,5,1920
Fannye,F,1,1929,6,1920
Fayette,M,1,1929,6,1920
Festus,M,1,1929,5,1920
Harroll,M,1,1929,5,1920
Hartwell,M,1,1929,5,1920
Harvard,M,1,1929,5,1920
Heraldo,M,1,1929,5,1920
Jearlene,F,1,1929,7,1920
Lawless,M,1,1929,5,1920
Leavy,M,1,1929,7,1920
Lenis,M,1,1929,5,1920
Lodema,F,1,1929,5,1920
Loretta,M,1,1929,5,1920
Lothar,M,1,1929,5,1920
Louard,M,1,1929,5,1920
Lowery,M,1,1929,5,1920
Mas,M,1,1929,5,1920
Narcissa,F,1,1929,5,1920
Obera,F,1,1929,5,1920
Pellegrino,M,1,1929,5,1920
Pheba,F,1,1929,5,1920
Rosser,M,1,1929,5,1920
Wardean,F,1,1929,7,1920
Winferd,M,1,1929,5,1920
Arlayne,F,1,1930,5,1930
Ascension,F,1,1930,5,1930
Bernadean,F,1,1930,5,1930
Berry,F,1,1930,5,1930
Birl,M,1,1930,5,1930
Bookert,M,1,1930,5,1930
Bridie,F,1,1930,5,1930
Consepcion,M,1,1930,6,1930
Corbet,M,1,1930,5,1930
Dominador,M,1,1930,5,1930
Epigmenio,M,1,1930,5,1930
Estalee,F,1,1930,5,1930
Floyce,M,1,1930,6,1930
Garnita,F,1,1930,6,1930
Gerldine,F,1,1930,5,1930
Glyn,F,1,1930,5,1930
Guilford,M,1,1930,5,1930
Guillerma,F,1,1930,6,1930
Haines,M,1,1930,5,1930
Harlyn,M,1,1930,7,1930
Heflin,M,1,1930,5,1930
Jarmila,F,1,1930,5,1930
Laureano,M,1,1930,5,1930
Lesta,F,1,1930,5,1930
Livio,M,1,1930,5,1930
Loyd,F,1,1930,5,1930
Manuela,M,1,1930,5,1930
Morene,F,1,1930,5,1930
Olee,M,1,1930,5,1930
Rethel,F,1,1930,5,1930
Roma,M,1,1930,5,1930
Rozena,F,1,1930,5,1930
Rual,M,1,1930,5,1930
Shogo,M,1,1930,5,1930
Texanna,F,1,1930,5,1930
Tsuneko,F,1,1930,5,1930
Arthor,M,1,1931,5,1930
Aslean,F,1,1931,5,1930
Calonia,F,1,1931,5,1930
Colon,F,1,1931,5,1930
Erman,M,1,1931,5,1930
Ernestene,F,1,1931,5,1930
Esperanza,M,1,1931,5,1930
Eufemio,M,1,1931,5,1930
Felipita,F,1,1931,5,1930
Frumencio,M,1,1931,5,1930
Jalaine,F,1,1931,5,1930
Maxima,F,1,1931,5,1930
Murel,M,1,1931,5,1930
Nestora,F,1,1931,5,1930
Olie,M,1,1931,6,1930
Oveline,F,1,1931,5,1930
Ovida,F,1,1931,5,1930
Salvotore,M,1,1931,5,1930
Senovia,F,1,1931,5,1930
Valta,F,1,1931,5,1930
Velton,M,1,1931,5,1930
Virtus,M,1,1931,5,1930
Wydell,F,1,1931,5,1930
Wylodean,F,1,1931,5,1930
Wyona,F,1,1931,5,1930
Albesa,F,1,1932,5,1930
Artee,M,1,1932,5,1930
Aurther,M,1,1932,5,1930
Bonnye,F,1,1932,5,1930
Burdell,M,1,1932,5,1930
Camile,M,1,1932,5,1930
Claudean,F,1,1932,5,1930
Delano,F,1,1932,5,1930
Deloma,F,1,1932,6,1930
Dois,M,1,1932,5,1930
Elby,M,1,1932,5,1930
Gean,M,1,1932,5,1930
Glynn,F,1,1932,5,1930
Herold,M,1,1932,5,1930
Ivo,M,1,1932,5,1930
Jennetta,F,1,1932,5,1930
Jerrye,F,1,1932,6,1930
Lubov,F,1,1932,5,1930
Marliss,F,1,1932,7,1930
Morris,F,1,1932,5,1930
Nobuyoshi,M,1,1932,6,1930
Takeko,F,1,1932,5,1930
Aldene,F,1,1933,6,1930
Burris,M,1,1933,5,1930
Delno,M,1,1933,5,1930
Dominga,M,1,1933,5,1930
Edilia,F,1,1933,6,1930
Elex,M,1,1933,5,1930
Elsia,F,1,1933,5,1930
Eutiquio,M,1,1933,5,1930
Florece,F,1,1933,5,1930
Geneva,M,1,1933,5,1930
Gervase,M,1,1933,5,1930
Jerome,F,1,1933,5,1930
Kelso,M,1,1933,6,1930
Koleta,F,1,1933,5,1930
Lealon,M,1,1933,6,1930
Maitland,M,1,1933,5,1930
Monda,F,1,1933,6,1930
Natalia,M,1,1933,5,1930
Preciliano,M,1,1933,6,1930
Robenia,F,1,1933,5,1930
Roosevelt,F,1,1933,5,1930
Warnell,M,1,1933,5,1930
Aubert,M,1,1934,6,1930
Bernerd,M,1,1934,5,1930
Dan,F,1,1934,5,1930
Datha,F,1,1934,5,1930
Delaine,M,1,1934,8,1930
Delane,M,1,1934,5,1930
Donley,M,1,1934,5,1930
Edell,M,1,1934,5,1930
Everline,F,1,1934,5,1930
Geralene,F,1,1934,5,1930
Hubbie,F,1,1934,5,1930
Ivar,M,1,1934,5,1930
Masaaki,M,1,1934,5,1930
Reinette,F,1,1934,5,1930
Ruperta,F,1,1934,5,1930
Valerian,M,1,1934,5,1930
Valla,F,1,1934,5,1930
Wanell,F,1,1934,8,1930
Abron,M,1,1935,5,1930
Acencion,M,1,1935,5,1930
Algia,F,1,1935,5,1930
Arlyss,F,1,1935,5,1930
Benetta,F,1,1935,6,1930
Cesaria,F,1,1935,5,1930
Clotene,F,1,1935,5,1930
Darl,F,1,1935,5,1930
Delia,M,1,1935,5,1930
Dorrance,M,1,1935,5,1930
Elpidia,F,1,1935,5,1930
Ethelrine,F,1,1935,5,1930
Eusevia,F,1,1935,5,1930
Faylene,F,1,1935,6,1930
Franklin,F,1,1935,5,1930
Glendale,M,1,1935,5,1930
Harce,M,1,1935,6,1930
Lenward,M,1,1935,6,1930
Leory,M,1,1935,5,1930
Lulabelle,F,1,1935,6,1930
Marinell,F,1,1935,7,1930
Reathel,F,1,1935,5,1930
Romanita,F,1,1935,5,1930
Shafter,M,1,1935,5,1930
Shirly,F,1,1935,5,1930
Stjulian,M,1,1935,5,1930
Donzel,M,1,1936,5,1930
Durant,M,1,1936,6,1930
Edelia,F,1,1936,7,1930
Franchot,M,1,1936,5,1930
Joann,M,1,1936,5,1930
Lousie,F,1,1936,5,1930
Marene,F,1,1936,5,1930
Marilyne,F,1,1936,5,1930
Arbadella,F,1,1937,5,1930
Athelene,F,1,1937,5,1930
Benito,F,1,1937,5,1930
Bobbye,M,1,1937,5,1930
Charlaine,F,1,1937,6,1930
Chestine,F,1,1937,6,1930
Clova,F,1,1937,6,1930
Fermon,M,1,1937,5,1930
Gaylon,F,1,1937,5,1930
Gaynell,M,1,1937,5,1930
Harlean,F,1,1937,5,1930
Lile,F,1,1937,5,1930
Matline,F,1,1937,5,1930
Myrlene,F,1,1937,5,1930
Neale,M,1,1937,5,1930
Noretta,F,1,1937,8,1930
Robertine,F,1,1937,6,1930
Rogue,M,1,1937,5,1930
Seavy,M,1,1937,6,1930
Shelvey,F,1,1937,5,1930
Wally,F,1,1937,5,1930
Willean,F,1,1937,6,1930
Burnet,M,1,1938,5,1930
Caryle,F,1,1938,5,1930
Cattie,F,1,1938,5,1930
Earlis,M,1,1938,5,1930
Ellean,F,1,1938,5,1930
Freddye,F,1,1938,5,1930
Gonzala,F,1,1938,5,1930
Lorelie,F,1,1938,5,1930
Loyde,M,1,1938,5,1930
Lyndel,M,1,1938,5,1930
Margia,F,1,1938,5,1930
Marvelene,F,1,1938,5,1930
Odaniel,M,1,1938,5,1930
Rubby,F,1,1938,6,1930
Soveida,F,1,1938,5,1930
Vaudine,F,1,1938,5,1930
Veria,F,1,1938,5,1930
Virda,F,1,1938,5,1930
Wylean,F,1,1938,5,1930
Wymon,M,1,1938,5,1930
Cornelius,F,1,1939,5,1930
Dennie,F,1,1939,5,1930
Eldine,F,1,1939,5,1930
Evora,F,1,1939,5,1930
Jong,M,1,1939,5,1930
Luddie,M,1,1939,5,1930
Oteka,F,1,1939,5,1930
Rochella,F,1,1939,5,1930
Roylene,F,1,1939,7,1930
Clo,F,1,1940,5,1940
Dewaine,M,1,1940,5,1940
Doyel,M,1,1940,5,1940
Jeneal,F,1,1940,6,1940
Judeen,F,1,1940,6,1940
Ladora,F,1,1940,5,1940
Pinckney,M,1,1940,6,1940
Raymona,F,1,1940,5,1940
Tema,F,1,1940,5,1940
Wiltz,M,1,1940,7,1940
Zannie,M,1,1940,5,1940
Clausell,M,1,1941,5,1940
Clebert,M,1,1941,6,1940
Darlene,M,1,1941,5,1940
Edgel,M,1,1941,7,1940
Elleen,F,1,1941,5,1940
Frayda,F,1,1941,6,1940
Gwendlyon,F,1,1941,6,1940
Hermenia,F,1,1941,5,1940
Heywood,M,1,1941,5,1940
Jearld,M,1,1941,6,1940
Lasalle,M,1,1941,5,1940
Lindley,M,1,1941,5,1940
Lionor,F,1,1941,5,1940
Marlea,F,1,1941,5,1940
Saford,M,1,1941,9,1940
Wonnie,F,1,1941,5,1940
Bettyjean,F,1,1942,6,1940
Borden,M,1,1942,5,1940
Delmos,M,1,1942,7,1940
Delmus,M,1,1942,6,1940
Dorothyann,F,1,1942,6,1940
Duglas,M,1,1942,5,1940
Gennell,F,1,1942,6,1940
Honore,F,1,1942,5,1940
Jerrilynn,F,1,1942,5,1940
Lieutenant,M,1,1942,5,1940
Mamon,M,1,1942,6,1940
Mcarther,M,1,1942,7,1940
Anda,F,1,1943,5,1940
Arvine,M,1,1943,5,1940
Autry,F,1,1943,5,1940
Bonnielee,F,1,1943,5,1940
Doylene,F,1,1943,5,1940
Francico,M,1,1943,5,1940
Gloriajean,F,1,1943,5,1940
Hezzie,M,1,1943,5,1940
Hillman,M,1,1943,5,1940
Jerauld,M,1,1943,5,1940
Linward,M,1,1943,5,1940
Maurene,F,1,1943,5,1940
Melvis,F,1,1943,5,1940
Orlene,F,1,1943,5,1940
Patrecia,F,1,1943,5,1940
Shaaron,F,1,1943,5,1940
Arcadia,F,1,1944,5,1940
Caroleann,F,1,1944,5,1940
Carollee,F,1,1944,9,1940
Colen,M,1,1944,5,1940
Elward,M,1,1944,5,1940
Florestine,F,1,1944,5,1940
Freyda,F,1,1944,5,1940
Joyceann,F,1,1944,5,1940
Linde,F,1,1944,6,1940
Marvie,F,1,1944,5,1940
Nancylee,F,1,1944,5,1940
Orlidia,F,1,1944,5,1940
Policarpio,M,1,1944,6,1940
Rae,M,1,1944,5,1940
Sherran,F,1,1944,6,1940
Adelfina,F,1,1945,5,1940
Althia,F,1,1945,5,1940
Arabela,F,1,1945,5,1940
Clydette,F,1,1945,6,1940
Drinda,F,1,1945,5,1940
Emiterio,M,1,1945,5,1940
Ernell,F,1,1945,5,1940
Forster,M,1,1945,5,1940
Gloristine,F,1,1945,5,1940
Jakie,M,1,1945,5,1940
Johnnye,M,1,1945,5,1940
Julane,F,1,1945,5,1940
Rutilio,M,1,1945,6,1940
Shulamith,F,1,1945,5,1940
Arthuree,F,1,1946,5,1940
Brunson,M,1,1946,5,1940
Bunnie,F,1,1946,5,1940
Calton,M,1,1946,5,1940
Cherylene,F,1,1946,11,1940
Cleaster,M,1,1946,5,1940
Earsie,F,1,1946,5,1940
Edris,F,1,1946,6,1940
Joyanne,F,1,1946,9,1940
Landra,F,1,1946,5,1940
Lenny,F,1,1946,5,1940
Lindia,F,1,1946,5,1940
Marny,F,1,1946,5,1940
Merikay,F,1,1946,5,1940
Michaelyn,F,1,1946,5,1940
Orvella,F,1,1946,5,1940
Pegge,F,1,1946,5,1940
Rovena,F,1,1946,5,1940
Sandralee,F,1,1946,6,1940
Waltina,F,1,1946,5,1940
Bard,M,1,1947,6,1940
Bedelia,F,1,1947,5,1940
Burleigh,M,1,1947,5,1940
Charlane,F,1,1947,6,1940
Doreene,F,1,1947,5,1940
Eulojio,M,1,1947,5,1940
Florean,F,1,1947,5,1940
Gerardine,F,1,1947,5,1940
Hilman,M,1,1947,5,1940
Kimsey,M,1,1947,5,1940
Lennis,F,1,1947,7,1940
Mcclinton,M,1,1947,6,1940
Pietrina,F,1,1947,5,1940
Rayner,M,1,1947,5,1940
Sandford,M,1,1947,5,1940
Theartis,M,1,1947,5,1940
Violanda,F,1,1947,8,1940
Bonny,M,1,1948,5,1940
Carrolyn,F,1,1948,6,1940
Ceceilia,F,1,1948,5,1940
Claudis,M,1,1948,5,1940
Darol,M,1,1948,5,1940
Dyane,F,1,1948,5,1940
Gaylen,F,1,1948,6,1940
Jeannene,F,1,1948,6,1940
Jeral,M,1,1948,5,1940
Jinx,F,1,1948,5,1940
Jorene,F,1,1948,5,1940
Maydeen,F,1,1948,5,1940
Remijio,M,1,1948,8,1940
Asuncion,M,1,1949,5,1940
Clayburn,M,1,1949,5,1940
Doak,M,1,1949,5,1940
Gilles,M,1,1949,7,1940
Jerene,F,1,1949,5,1940
Lonzy,M,1,1949,5,1940
Lougenia,F,1,1949,6,1940
Marcellina,F,1,1949,5,1940
Maurita,F,1,1949,5,1940
Merla,F,1,1949,5,1940
Merrell,M,1,1949,5,1940
Orfa,F,1,1949,5,1940
Rainell,F,1,1949,8,1940
Rainelle,F,1,1949,9,1940
Reggie,F,1,1949,5,1940
Rolly,M,1,1949,5,1940
Sheppard,M,1,1949,5,1940
Terrence,F,1,1949,6,1940
Ulyssee,M,1,1949,7,1940
Aldean,F,1,1950,5,1950
Chrys,F,1,1950,5,1950
Cleotis,M,1,1950,5,1950
Cresenciano,M,1,1950,5,1950
Dala,F,1,1950,6,1950
Deloria,F,1,1950,7,1950
Eliverto,M,1,1950,5,1950
Eppie,M,1,1950,5,1950
Franne,F,1,1950,5,1950
Gaylin,M,1,1950,5,1950
Jerrol,M,1,1950,5,1950
Joenathan,M,1,1950,5,1950
Karlyne,F,1,1950,5,1950
Pressley,M,1,1950,5,1950
Richardean,F,1,1950,5,1950
Richrd,M,1,1950,6,1950
Ronold,M,1,1950,5,1950
Saintclair,M,1,1950,5,1950
Saratha,F,1,1950,5,1950
Sherral,F,1,1950,5,1950
Suzzane,F,1,1950,6,1950
Theodoro,M,1,1950,6,1950
Thurnell,M,1,1950,5,1950
Tilmon,M,1,1950,5,1950
Vallorie,F,1,1950,6,1950
Waynette,F,1,1950,6,1950
Annina,F,1,1951,6,1950
Arlynne,F,1,1951,5,1950
Barre,M,1,1951,5,1950
Carvin,M,1,1951,5,1950
Condol,F,1,1951,5,1950
Delcina,F,1,1951,6,1950
Diania,F,1,1951,7,1950
Duffy,M,1,1951,5,1950
Frann,F,1,1951,5,1950
Gaynel,F,1,1951,7,1950
Guadlupe,F,1,1951,5,1950
Loana,F,1,1951,6,1950
Morey,M,1,1951,6,1950
Suetta,F,1,1951,5,1950
Vendetta,F,1,1951,7,1950
Verneda,F,1,1951,5,1950
Vernestine,F,1,1951,5,1950
Vernis,M,1,1951,5,1950
Adlai,M,1,1952,6,1950
Alamar,F,1,1952,5,1950
Cheril,F,1,1952,5,1950
Danute,F,1,1952,5,1950
Debara,F,1,1952,5,1950
Debbe,F,1,1952,5,1950
Donold,M,1,1952,6,1950
Dub,M,1,1952,5,1950
Early,F,1,1952,5,1950
Erasto,M,1,1952,5,1950
Esiquiel,M,1,1952,5,1950
Glender,F,1,1952,5,1950
Guadlupe,M,1,1952,5,1950
Guerry,M,1,1952,5,1950
Gwendlyn,F,1,1952,6,1950
Korla,F,1,1952,5,1950
Linell,F,1,1952,6,1950
Lucyann,F,1,1952,5,1950
Mardel,F,1,1952,5,1950
Marguarite,F,1,1952,5,1950
Maryl,F,1,1952,6,1950
Mliss,F,1,1952,5,1950
Patriciajo,F,1,1952,5,1950
Phylliss,F,1,1952,5,1950
Rogelio,F,1,1952,5,1950
Shirlynn,F,1,1952,5,1950
Carloyn,F,1,1953,5,1950
Carville,M,1,1953,5,1950
Clarinda,F,1,1953,6,1950
Clete,M,1,1953,5,1950
Credell,M,1,1953,5,1950
Flemming,M,1,1953,5,1950
Jerra,F,1,1953,5,1950
Jone,F,1,1953,7,1950
Kae,F,1,1953,5,1950
Lindwood,M,1,1953,6,1950
Marshelle,F,1,1953,5,1950
Orfalinda,F,1,1953,5,1950
Rande,F,1,1953,5,1950
Ricke,M,1,1953,5,1950
Roise,F,1,1953,6,1950
Rozann,F,1,1953,5,1950
Trenace,F,1,1953,5,1950
Bathsheba,F,1,1954,5,1950
Caretha,F,1,1954,5,1950
Channie,F,1,1954,5,1950
Corneall,M,1,1954,5,1950
Dannye,M,1,1954,5,1950
Darrol,M,1,1954,5,1950
Debhora,F,1,1954,7,1950
Dow,M,1,1954,5,1950
Farron,M,1,1954,6,1950
Georgi,F,1,1954,5,1950
Gottlob,M,1,1954,5,1950
Ilma,F,1,1954,5,1950
Jacolyn,F,1,1954,5,1950
Kimmie,M,1,1954,5,1950
Maridee,F,1,1954,5,1950
Meichele,F,1,1954,5,1950
Nelsa,F,1,1954,5,1950
Oleh,M,1,1954,5,1950
Ory,M,1,1954,5,1950
Phyllistine,F,1,1954,5,1950
Rahn,M,1,1954,8,1950
Rebacca,F,1,1954,5,1950
Rohn,M,1,1954,5,1950
Shearon,F,1,1954,5,1950
Sheral,F,1,1954,5,1950
Suz,F,1,1954,5,1950
Tilton,M,1,1954,5,1950
Angelean,F,1,1955,5,1950
Arvis,F,1,1955,5,1950
Avon,F,1,1955,5,1950
Durwin,M,1,1955,5,1950
Fidelio,M,1,1955,5,1950
Fidensio,M,1,1955,6,1950
Geryl,F,1,1955,8,1950
Guadulupe,F,1,1955,5,1950
Jeanni,F,1,1955,5,1950
Kestutis,M,1,1955,5,1950
Limmie,M,1,1955,5,1950
Maretta,F,1,1955,5,1950
Melonee,F,1,1955,6,1950
Rawn,M,1,1955,8,1950
Remonia,F,1,1955,5,1950
Ronnah,F,1,1955,5,1950
Rowrenia,F,1,1955,7,1950
Salley,F,1,1955,5,1950
Thoms,M,1,1955,5,1950
Valice,M,1,1955,5,1950
Vanassa,F,1,1955,6,1950
Verlan,M,1,1955,5,1950
Wendelin,F,1,1955,5,1950
Audwin,M,1,1956,5,1950
Autherine,F,1,1956,8,1950
Calamity,F,1,1956,5,1950
Centhia,F,1,1956,5,1950
Cherl,F,1,1956,5,1950
Cheryal,F,1,1956,5,1950
Donnald,M,1,1956,5,1950
Dorelia,F,1,1956,5,1950
Elbin,M,1,1956,6,1950
Genette,F,1,1956,5,1950
Grayland,M,1,1956,5,1950
Guadelupe,F,1,1956,5,1950
Hermalinda,F,1,1956,6,1950
In,F,1,1956,6,1950
Juleen,F,1,1956,5,1950
Kayron,F,1,1956,5,1950
Lawan,F,1,1956,7,1950
Madgeline,F,1,1956,5,1950
Marka,F,1,1956,5,1950
Nadolyn,F,1,1956,8,1950
Robina,F,1,1956,5,1950
Sherion,F,1,1956,5,1950
Sherolyn,F,1,1956,5,1950
Vicky,M,1,1956,5,1950
Wane,M,1,1956,5,1950
Biff,M,1,1957,5,1950
Boni,F,1,1957,6,1950
Cece,F,1,1957,6,1950
Chyrl,F,1,1957,6,1950
Cinde,F,1,1957,6,1950
Connye,F,1,1957,5,1950
Darral,M,1,1957,6,1950
Jayma,F,1,1957,5,1950
Josanne,F,1,1957,5,1950
Ki,M,1,1957,6,1950
Lezlee,F,1,1957,5,1950
Marshelia,F,1,1957,5,1950
Roanne,F,1,1957,5,1950
Roddey,M,1,1957,5,1950
Ruthia,F,1,1957,6,1950
Senovio,M,1,1957,6,1950
Son,F,1,1957,5,1950
Syndee,F,1,1957,5,1950
Tandy,M,1,1957,5,1950
Terril,M,1,1957,6,1950
Zipora,F,1,1957,5,1950
Alvita,F,1,1958,5,1950
Andretta,F,1,1958,7,1950
Barbette,F,1,1958,6,1950
Bevan,M,1,1958,5,1950
Debbye,F,1,1958,5,1950
Elfrida,F,1,1958,8,1950
Gaila,F,1,1958,5,1950
Hoby,M,1,1958,5,1950
Isolina,F,1,1958,6,1950
Janeil,F,1,1958,5,1950
Kahne,F,1,1958,5,1950
Karil,F,1,1958,5,1950
Kathyleen,F,1,1958,6,1950
Levern,F,1,1958,5,1950
Lorez,F,1,1958,5,1950
Lowana,F,1,1958,7,1950
Lyndal,M,1,1958,6,1950
Manette,F,1,1958,5,1950
Migna,F,1,1958,5,1950
Norville,M,1,1958,5,1950
Peni,F,1,1958,5,1950
Roben,F,1,1958,5,1950
Sharin,F,1,1958,5,1950
Sylia,F,1,1958,6,1950
Tambria,F,1,1958,7,1950
Tamre,F,1,1958,8,1950
Theodia,M,1,1958,5,1950
Vincient,M,1,1958,5,1950
Wray,F,1,1958,5,1950
Beril,M,1,1959,5,1950
Cylinda,F,1,1959,7,1950
Darilyn,F,1,1959,6,1950
Dorri,F,1,1959,5,1950
Geni,F,1,1959,5,1950
Gregrey,M,1,1959,5,1950
Jaye,M,1,1959,5,1950
Jillane,F,1,1959,5,1950
Julita,F,1,1959,6,1950
Kym,M,1,1959,6,1950
Lolly,F,1,1959,5,1950
Lynnel,F,1,1959,7,1950
Markham,M,1,1959,6,1950
Marv,M,1,1959,6,1950
Necia,F,1,1959,5,1950
Redell,F,1,1959,5,1950
Seaneen,F,1,1959,5,1950
Shawneen,F,1,1959,7,1950
Tarri,F,1,1959,5,1950
Vanessia,F,1,1959,5,1950
Vicke,F,1,1959,5,1950
Vint,M,1,1959,5,1950
Viveca,F,1,1959,7,1950
Zui,M,1,1959,6,1950
Bridgitt,F,1,1960,6,1960
Chryl,F,1,1960,5,1960
Cyntha,F,1,1960,5,1960
Darin,F,1,1960,7,1960
Denny,F,1,1960,5,1960
Dierdra,F,1,1960,5,1960
Dorise,F,1,1960,5,1960
Elves,M,1,1960,5,1960
Gregg,F,1,1960,5,1960
Hee,F,1,1960,5,1960
Kippy,M,1,1960,6,1960
Loyda,F,1,1960,7,1960
Lyndall,M,1,1960,5,1960
Reg,M,1,1960,5,1960
Reynoldo,M,1,1960,5,1960
Rogena,F,1,1960,5,1960
Threasa,F,1,1960,5,1960
Vickey,M,1,1960,5,1960
Wendelyn,F,1,1960,5,1960
Cythia,F,1,1961,5,1960
Darrly,M,1,1961,5,1960
Demita,F,1,1961,5,1960
Doreena,F,1,1961,5,1960
Emerito,M,1,1961,5,1960
Laurajean,F,1,1961,5,1960
Luwanda,F,1,1961,5,1960
Marji,F,1,1961,5,1960
Seleta,F,1,1961,5,1960
Sondi,F,1,1961,6,1960
Telma,F,1,1961,6,1960
Armelinda,F,1,1962,5,1960
Barbarajean,F,1,1962,5,1960
Colinda,F,1,1962,5,1960
Darenda,F,1,1962,5,1960
Deronda,F,1,1962,5,1960
Dore,F,1,1962,5,1960
Elga,F,1,1962,5,1960
Eraina,F,1,1962,6,1960
Gordean,F,1,1962,5,1960
Jimi,F,1,1962,5,1960
Jodean,F,1,1962,6,1960
Kammy,F,1,1962,7,1960
Karey,M,1,1962,5,1960
Lafondra,F,1,1962,7,1960
Leaann,F,1,1962,6,1960
Luwana,F,1,1962,6,1960
Lynanne,F,1,1962,6,1960
Lynnann,F,1,1962,5,1960
Pepe,M,1,1962,5,1960
Ravonda,F,1,1962,5,1960
Romney,M,1,1962,6,1960
Sherrin,F,1,1962,5,1960
Terie,F,1,1962,5,1960
Vandy,F,1,1962,5,1960
Barnard,M,1,1963,5,1960
Barth,M,1,1963,5,1960
Benjy,M,1,1963,5,1960
Beto,M,1,1963,5,1960
Brendalee,F,1,1963,5,1960
Celisa,F,1,1963,6,1960
Daphane,F,1,1963,5,1960
Darolyn,F,1,1963,5,1960
Geriann,F,1,1963,6,1960
Jillayne,F,1,1963,5,1960
Juliene,F,1,1963,5,1960
Kathyann,F,1,1963,5,1960
Labrenda,F,1,1963,5,1960
Ladana,F,1,1963,6,1960
Lamark,M,1,1963,5,1960
Lamona,F,1,1963,6,1960
Lesvia,F,1,1963,6,1960
Letetia,F,1,1963,5,1960
Lonn,M,1,1963,5,1960
Lorrain,F,1,1963,6,1960
Marcellino,M,1,1963,6,1960
Marea,F,1,1963,5,1960
Medgar,M,1,1963,5,1960
Michaelann,F,1,1963,5,1960
Monya,F,1,1963,5,1960
Prissy,F,1,1963,5,1960
Ralf,M,1,1963,7,1960
Rhonna,F,1,1963,5,1960
Ritchey,M,1,1963,5,1960
