term,estimate,std.error,statistic,p.value,conf.low,conf.high
home_ownership_grpOTHER,1.145080115376978,0.2911773017216034,0.46526498981543035,0.6417417030833077,0.6270101114528733,1.9777678451191296
home_ownership_grpOWN,1.216651472110194,0.013159827075097148,14.901593239233781,3.218131454104884e-50,1.1856390725562327,1.248406464623566
home_ownership_grpRENT,1.4632578842002895,0.008958550470873369,42.491849385160265,0,1.437791954598595,1.4891798687591253
